grade_key,club_key,squad_number,playhq_id,display_name,ladder_position,position_uncertain,played,won,drawn,lost,byes,goals_for,goals_against,goal_difference,points,percentage,shots_attempted,shots_scored,source,placement_basis,notes,scraped_at
amnd-winter-2000-amnd-league,contax,,archive:amnd-winter-2000:amnd-league:contax:none,Contax,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,,
amnd-winter-2000-amnd-league,walkerville,,archive:amnd-winter-2000:amnd-league:walkerville:none,Walkerville,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,,
