club_key,grade_key,display_name,squad_number,playhq_id
metro-magic,amnd-winter-2004-a-grade,Metro Magic,,archive:amnd-winter-2004:a-grade:metro-magic:none
contax,amnd-winter-2004-a-grade,Contax,,archive:amnd-winter-2004:a-grade:contax:none
cheerio-netball-club,amnd-winter-2004-a-grade,Cheerio,,archive:amnd-winter-2004:a-grade:cheerio-netball-club:none
matrics,amnd-winter-2004-a-grade,Matrics,,archive:amnd-winter-2004:a-grade:matrics:none
woods-panthers,amnd-winter-2004-a-grade,Woods Panthers,,archive:amnd-winter-2004:a-grade:woods-panthers:none
tango-netball-club-inc,amnd-winter-2004-a-grade,Tango,,archive:amnd-winter-2004:a-grade:tango-netball-club-inc:none
garville,amnd-winter-2004-a-grade,Garville,,archive:amnd-winter-2004:a-grade:garville:none
norwood-netball-club,amnd-winter-2004-a-grade,Newton Jaguars,,archive:amnd-winter-2004:a-grade:norwood-netball-club:none
oakdale-netball-club-sa,amnd-winter-2004-a-grade,Oakdale,,archive:amnd-winter-2004:a-grade:oakdale-netball-club-sa:none
fielders-flames,amnd-winter-2004-b-1,Fielders Flames,,archive:amnd-winter-2004:b-1:fielders-flames:none
sacred-heart-o-c,amnd-winter-2004-b-1,Sacred Heart O.C.,,archive:amnd-winter-2004:b-1:sacred-heart-o-c:none
contax,amnd-winter-2004-b-1,Contax,,archive:amnd-winter-2004:b-1:contax:none
glandore,amnd-winter-2004-b-1,Glandore,,archive:amnd-winter-2004:b-1:glandore:none
adelaide-university,amnd-winter-2004-b-1,Adelaide University,,archive:amnd-winter-2004:b-1:adelaide-university:none
pembroke-o-s,amnd-winter-2004-b-1,Pembroke O.S.,,archive:amnd-winter-2004:b-1:pembroke-o-s:none
oakdale-netball-club-sa,amnd-winter-2004-b-1,Oakdale,,archive:amnd-winter-2004:b-1:oakdale-netball-club-sa:none
harlequin,amnd-winter-2004-b-1,Harlequin,,archive:amnd-winter-2004:b-1:harlequin:none
garville,amnd-winter-2004-b-1,Garville,,archive:amnd-winter-2004:b-1:garville:none
woods-panthers,amnd-winter-2004-b-1,Woods Panthers,,archive:amnd-winter-2004:b-1:woods-panthers:none
clovelly-park,amnd-winter-2004-b-2,Clovelly Park,,archive:amnd-winter-2004:b-2:clovelly-park:none
city-coasters,amnd-winter-2004-b-2,City Coasters,,archive:amnd-winter-2004:b-2:city-coasters:none
michelangelo,amnd-winter-2004-b-2,Michelangelo,,archive:amnd-winter-2004:b-2:michelangelo:none
metro-magic,amnd-winter-2004-b-2,Metro Magic,,archive:amnd-winter-2004:b-2:metro-magic:none
contax,amnd-winter-2004-b-2,Contax,,archive:amnd-winter-2004:b-2:contax:none
adelaide-cougars,amnd-winter-2004-b-2,Adelaide Cougars,,archive:amnd-winter-2004:b-2:adelaide-cougars:none
matrics,amnd-winter-2004-b-2,Matrics,,archive:amnd-winter-2004:b-2:matrics:none
harlequin,amnd-winter-2004-b-2,Harlequin,,archive:amnd-winter-2004:b-2:harlequin:none
cheerio-netball-club,amnd-winter-2004-b-2,Cheerio,,archive:amnd-winter-2004:b-2:cheerio-netball-club:none
tango-netball-club-inc,amnd-winter-2004-b-2,Tango,,archive:amnd-winter-2004:b-2:tango-netball-club-inc:none
flinders-university,amnd-winter-2004-b-3,Flinders University,,archive:amnd-winter-2004:b-3:flinders-university:none
adelaide-university,amnd-winter-2004-b-3,Adelaide University,,archive:amnd-winter-2004:b-3:adelaide-university:none
westminster-o-s,amnd-winter-2004-b-3,Westminster O.S.,,archive:amnd-winter-2004:b-3:westminster-o-s:none
adelaide-cougars,amnd-winter-2004-b-3,Adelaide Cougars,,archive:amnd-winter-2004:b-3:adelaide-cougars:none
city-coasters,amnd-winter-2004-b-3,City Coasters,,archive:amnd-winter-2004:b-3:city-coasters:none
cheerio-netball-club,amnd-winter-2004-b-3,Cheerio,,archive:amnd-winter-2004:b-3:cheerio-netball-club:none
contax,amnd-winter-2004-b-3,Contax,,archive:amnd-winter-2004:b-3:contax:none
pembroke-o-s,amnd-winter-2004-b-3,Pembroke O.S.,,archive:amnd-winter-2004:b-3:pembroke-o-s:none
norwood-netball-club,amnd-winter-2004-b-3,Newton Jaguars,,archive:amnd-winter-2004:b-3:norwood-netball-club:none
garville,amnd-winter-2004-b-3,Garville,,archive:amnd-winter-2004:b-3:garville:none
woods-panthers,amnd-winter-2004-b-4,Woods Panthers,,archive:amnd-winter-2004:b-4:woods-panthers:none
glandore,amnd-winter-2004-b-4,Glandore,,archive:amnd-winter-2004:b-4:glandore:none
adelaide-university,amnd-winter-2004-b-4,Adelaide University,,archive:amnd-winter-2004:b-4:adelaide-university:none
contax,amnd-winter-2004-b-4,Contax,,archive:amnd-winter-2004:b-4:contax:none
sacred-heart-o-c,amnd-winter-2004-b-4,Sacred Heart O.C.,,archive:amnd-winter-2004:b-4:sacred-heart-o-c:none
harlequin,amnd-winter-2004-b-4,Harlequin,,archive:amnd-winter-2004:b-4:harlequin:none
matrics,amnd-winter-2004-b-4,Matrics,,archive:amnd-winter-2004:b-4:matrics:none
garville,amnd-winter-2004-b-4,Garville,,archive:amnd-winter-2004:b-4:garville:none
tango-netball-club-inc,amnd-winter-2004-b-4,Tango,,archive:amnd-winter-2004:b-4:tango-netball-club-inc:none
cheerio-netball-club,amnd-winter-2004-b-4,Cheerio,,archive:amnd-winter-2004:b-4:cheerio-netball-club:none
michelangelo,amnd-winter-2004-c-1,Michelangelo,,archive:amnd-winter-2004:c-1:michelangelo:none
semaphore,amnd-winter-2004-c-1,Semaphore,,archive:amnd-winter-2004:c-1:semaphore:none
adelaide-university,amnd-winter-2004-c-1,Adelaide University,,archive:amnd-winter-2004:c-1:adelaide-university:none
oakdale-netball-club-sa,amnd-winter-2004-c-1,Oakdale,,archive:amnd-winter-2004:c-1:oakdale-netball-club-sa:none
westminster-o-s,amnd-winter-2004-c-1,Westminster O.S.,,archive:amnd-winter-2004:c-1:westminster-o-s:none
pembroke-o-s,amnd-winter-2004-c-1,Pembroke O.S.,,archive:amnd-winter-2004:c-1:pembroke-o-s:none
clovelly-park,amnd-winter-2004-c-1,Clovelly Park,,archive:amnd-winter-2004:c-1:clovelly-park:none
matrics,amnd-winter-2004-c-1,Matrics,,archive:amnd-winter-2004:c-1:matrics:none
city-coasters,amnd-winter-2004-c-1,City Coasters,,archive:amnd-winter-2004:c-1:city-coasters:none
norwood-netball-club,amnd-winter-2004-c-1,Newton Jaguars,,archive:amnd-winter-2004:c-1:norwood-netball-club:none
flinders-university,amnd-winter-2004-c-2,Flinders University,,archive:amnd-winter-2004:c-2:flinders-university:none
henley,amnd-winter-2004-c-2,Henley,,archive:amnd-winter-2004:c-2:henley:none
adelaide-university,amnd-winter-2004-c-2,Adelaide University,,archive:amnd-winter-2004:c-2:adelaide-university:none
oakdale-netball-club-sa,amnd-winter-2004-c-2,Oakdale,,archive:amnd-winter-2004:c-2:oakdale-netball-club-sa:none
michelangelo,amnd-winter-2004-c-2,Michelangelo,,archive:amnd-winter-2004:c-2:michelangelo:none
adelaide-cougars,amnd-winter-2004-c-2,Adelaide Cougars,,archive:amnd-winter-2004:c-2:adelaide-cougars:none
woods-panthers,amnd-winter-2004-c-2,Woods Panthers,,archive:amnd-winter-2004:c-2:woods-panthers:none
pembroke-o-s,amnd-winter-2004-c-2,Pembroke O.S.,,archive:amnd-winter-2004:c-2:pembroke-o-s:none
glandore,amnd-winter-2004-c-2,Glandore,,archive:amnd-winter-2004:c-2:glandore:none
adelaide-cougars,amnd-winter-2004-c-3,Adelaide Cougars,,archive:amnd-winter-2004:c-3:adelaide-cougars:none
sacred-heart-o-c,amnd-winter-2004-c-3,Sacred Heart O.C.,,archive:amnd-winter-2004:c-3:sacred-heart-o-c:none
flinders-university,amnd-winter-2004-c-3,Flinders University,,archive:amnd-winter-2004:c-3:flinders-university:none
contax,amnd-winter-2004-c-3,Contax,,archive:amnd-winter-2004:c-3:contax:none
adelaide-university,amnd-winter-2004-c-3,Adelaide University,,archive:amnd-winter-2004:c-3:adelaide-university:none
clovelly-park,amnd-winter-2004-c-3,Clovelly Park,,archive:amnd-winter-2004:c-3:clovelly-park:none
city-coasters,amnd-winter-2004-c-4,City Coasters,,archive:amnd-winter-2004:c-4:city-coasters:none
sacred-heart-o-c,amnd-winter-2004-c-4,Sacred Heart O.C.,,archive:amnd-winter-2004:c-4:sacred-heart-o-c:none
flinders-university,amnd-winter-2004-c-4,Flinders University,,archive:amnd-winter-2004:c-4:flinders-university:none
westminster-o-s,amnd-winter-2004-c-4,Westminster O.S.,,archive:amnd-winter-2004:c-4:westminster-o-s:none
adelaide-university,amnd-winter-2004-c-4,Adelaide University,,archive:amnd-winter-2004:c-4:adelaide-university:none
pembroke-o-s,amnd-winter-2004-c-4,Pembroke O.S.,,archive:amnd-winter-2004:c-4:pembroke-o-s:none
norwood-netball-club,amnd-winter-2004-h-grade,Jaguars,,archive:amnd-winter-2004:h-grade:norwood-netball-club:none
oakdale-netball-club-sa,amnd-winter-2004-h-grade,Phoenix,,archive:amnd-winter-2004:h-grade:oakdale-netball-club-sa:none
cardijn-cats,amnd-winter-2004-h-grade,Cardijn Cats,,archive:amnd-winter-2004:h-grade:cardijn-cats:none
matrics,amnd-winter-2004-h-grade,Matrics,,archive:amnd-winter-2004:h-grade:matrics:none
panthers,amnd-winter-2004-h-grade,Panthers,,archive:amnd-winter-2004:h-grade:panthers:none
kilburn-knights,amnd-winter-2004-h-grade,Kilburn Knights,,archive:amnd-winter-2004:h-grade:kilburn-knights:none
woods-panthers,amnd-winter-2004-h-grade,Woods Panthers,,archive:amnd-winter-2004:h-grade:woods-panthers:none
garville,amnd-winter-2004-inter-1,Garville,,archive:amnd-winter-2004:inter-1:garville:none
matrics,amnd-winter-2004-inter-1,Matrics,,archive:amnd-winter-2004:inter-1:matrics:none
harlequin,amnd-winter-2004-inter-1,Harlequin,,archive:amnd-winter-2004:inter-1:harlequin:none
tango-netball-club-inc,amnd-winter-2004-inter-1,Tango,,archive:amnd-winter-2004:inter-1:tango-netball-club-inc:none
contax,amnd-winter-2004-inter-1,Contax,,archive:amnd-winter-2004:inter-1:contax:none
woods-panthers,amnd-winter-2004-inter-1,Woods Panthers,,archive:amnd-winter-2004:inter-1:woods-panthers:none
oakdale-netball-club-sa,amnd-winter-2004-inter-1,Oakdale,,archive:amnd-winter-2004:inter-1:oakdale-netball-club-sa:none
adelaide-cougars,amnd-winter-2004-inter-1,Adelaide Cougars,,archive:amnd-winter-2004:inter-1:adelaide-cougars:none
norwood-netball-club,amnd-winter-2004-inter-1,Newton Jaguars,,archive:amnd-winter-2004:inter-1:norwood-netball-club:none
cheerio-netball-club,amnd-winter-2004-inter-1,Cheerio,,archive:amnd-winter-2004:inter-1:cheerio-netball-club:none
garville,amnd-winter-2004-inter-2,Garville,,archive:amnd-winter-2004:inter-2:garville:none
harlequin,amnd-winter-2004-inter-2,Harlequin,,archive:amnd-winter-2004:inter-2:harlequin:none
contax,amnd-winter-2004-inter-2,Contax,1,archive:amnd-winter-2004:inter-2:contax:1
tango-netball-club-inc,amnd-winter-2004-inter-2,Tango,,archive:amnd-winter-2004:inter-2:tango-netball-club-inc:none
contax,amnd-winter-2004-inter-2,Contax,2,archive:amnd-winter-2004:inter-2:contax:2
matrics,amnd-winter-2004-inter-2,Matrics,,archive:amnd-winter-2004:inter-2:matrics:none
adelaide-cougars,amnd-winter-2004-inter-2,Adelaide Cougars,,archive:amnd-winter-2004:inter-2:adelaide-cougars:none
cheerio-netball-club,amnd-winter-2004-inter-2,Cheerio,,archive:amnd-winter-2004:inter-2:cheerio-netball-club:none
woods-panthers,amnd-winter-2004-inter-2,Woods Panthers,,archive:amnd-winter-2004:inter-2:woods-panthers:none
norwood-netball-club,amnd-winter-2004-inter-2,Newton Jaguars,,archive:amnd-winter-2004:inter-2:norwood-netball-club:none
harlequin,amnd-winter-2004-inter-3,Harlequin,,archive:amnd-winter-2004:inter-3:harlequin:none
garville,amnd-winter-2004-inter-3,Garville,,archive:amnd-winter-2004:inter-3:garville:none
matrics,amnd-winter-2004-inter-3,Matrics,,archive:amnd-winter-2004:inter-3:matrics:none
contax,amnd-winter-2004-inter-3,Contax,,archive:amnd-winter-2004:inter-3:contax:none
adelaide-cougars,amnd-winter-2004-inter-3,Adelaide Cougars,,archive:amnd-winter-2004:inter-3:adelaide-cougars:none
oakdale-netball-club-sa,amnd-winter-2004-inter-3,Oakdale,,archive:amnd-winter-2004:inter-3:oakdale-netball-club-sa:none
garville,amnd-winter-2004-inter-4,Garville,,archive:amnd-winter-2004:inter-4:garville:none
metro-magic,amnd-winter-2004-inter-4,Metro Magic,,archive:amnd-winter-2004:inter-4:metro-magic:none
norwood-netball-club,amnd-winter-2004-inter-4,Newton Jaguars,,archive:amnd-winter-2004:inter-4:norwood-netball-club:none
matrics,amnd-winter-2004-inter-4,Matrics,,archive:amnd-winter-2004:inter-4:matrics:none
cheerio-netball-club,amnd-winter-2004-inter-4,Cheerio,,archive:amnd-winter-2004:inter-4:cheerio-netball-club:none
woods-panthers,amnd-winter-2004-inter-4,Woods Panthers,,archive:amnd-winter-2004:inter-4:woods-panthers:none
contax,amnd-winter-2004-inter-4,Contax,,archive:amnd-winter-2004:inter-4:contax:none
tango-netball-club-inc,amnd-winter-2004-inter-4,Tango,,archive:amnd-winter-2004:inter-4:tango-netball-club-inc:none
michelangelo,amnd-winter-2004-inter-4,Michelangelo,,archive:amnd-winter-2004:inter-4:michelangelo:none
clovelly-park,amnd-winter-2004-inter-5,Clovelly Park,,archive:amnd-winter-2004:inter-5:clovelly-park:none
garville,amnd-winter-2004-inter-5,Garville,,archive:amnd-winter-2004:inter-5:garville:none
cheerio-netball-club,amnd-winter-2004-inter-5,Cheerio,,archive:amnd-winter-2004:inter-5:cheerio-netball-club:none
semaphore,amnd-winter-2004-inter-5,Semaphore,,archive:amnd-winter-2004:inter-5:semaphore:none
adelaide-cougars,amnd-winter-2004-inter-5,Adelaide Cougars,,archive:amnd-winter-2004:inter-5:adelaide-cougars:none
matrics,amnd-winter-2004-inter-5,Matrics,,archive:amnd-winter-2004:inter-5:matrics:none
contax,amnd-winter-2004-junior-1,Contax,,archive:amnd-winter-2004:junior-1:contax:none
harlequin,amnd-winter-2004-junior-1,Harlequin,,archive:amnd-winter-2004:junior-1:harlequin:none
woods-panthers,amnd-winter-2004-junior-1,Woods Panthers,,archive:amnd-winter-2004:junior-1:woods-panthers:none
tango-netball-club-inc,amnd-winter-2004-junior-1,Tango,,archive:amnd-winter-2004:junior-1:tango-netball-club-inc:none
garville,amnd-winter-2004-junior-1,Garville,,archive:amnd-winter-2004:junior-1:garville:none
matrics,amnd-winter-2004-junior-1,Matrics,,archive:amnd-winter-2004:junior-1:matrics:none
cheerio-netball-club,amnd-winter-2004-junior-1,Cheerio,,archive:amnd-winter-2004:junior-1:cheerio-netball-club:none
adelaide-cougars,amnd-winter-2004-junior-1,Adelaide Cougars,,archive:amnd-winter-2004:junior-1:adelaide-cougars:none
norwood-netball-club,amnd-winter-2004-junior-1,Newton Jaguars,,archive:amnd-winter-2004:junior-1:norwood-netball-club:none
oakdale-netball-club-sa,amnd-winter-2004-junior-1,Oakdale,,archive:amnd-winter-2004:junior-1:oakdale-netball-club-sa:none
contax,amnd-winter-2004-junior-2,Contax,,archive:amnd-winter-2004:junior-2:contax:none
harlequin,amnd-winter-2004-junior-2,Harlequin,1,archive:amnd-winter-2004:junior-2:harlequin:1
northeast-zodiac,amnd-winter-2004-junior-2,Northeast Zodiacs,,archive:amnd-winter-2004:junior-2:northeast-zodiac:none
woods-panthers,amnd-winter-2004-junior-2,Woods Panthers,,archive:amnd-winter-2004:junior-2:woods-panthers:none
harlequin,amnd-winter-2004-junior-2,Harlequin,2,archive:amnd-winter-2004:junior-2:harlequin:2
adelaide-cougars,amnd-winter-2004-junior-2,Adelaide Cougars,,archive:amnd-winter-2004:junior-2:adelaide-cougars:none
garville,amnd-winter-2004-junior-2,Garville,,archive:amnd-winter-2004:junior-2:garville:none
cove-lightning,amnd-winter-2004-junior-2,Cove Lightning,,archive:amnd-winter-2004:junior-2:cove-lightning:none
norwood-netball-club,amnd-winter-2004-junior-2,Newton Jaguars,,archive:amnd-winter-2004:junior-2:norwood-netball-club:none
tango-netball-club-inc,amnd-winter-2004-junior-2,Tango,,archive:amnd-winter-2004:junior-2:tango-netball-club-inc:none
contax,amnd-winter-2004-junior-3,Contax,1,archive:amnd-winter-2004:junior-3:contax:1
garville,amnd-winter-2004-junior-3,Garville,1,archive:amnd-winter-2004:junior-3:garville:1
harlequin,amnd-winter-2004-junior-3,Harlequin,,archive:amnd-winter-2004:junior-3:harlequin:none
contax,amnd-winter-2004-junior-3,Contax,2,archive:amnd-winter-2004:junior-3:contax:2
garville,amnd-winter-2004-junior-3,Garville,2,archive:amnd-winter-2004:junior-3:garville:2
woods-panthers,amnd-winter-2004-junior-3,Woods Panthers,,archive:amnd-winter-2004:junior-3:woods-panthers:none
metro-magic,amnd-winter-2004-junior-3,Metro Magic,,archive:amnd-winter-2004:junior-3:metro-magic:none
oakdale-netball-club-sa,amnd-winter-2004-junior-3,Oakdale,,archive:amnd-winter-2004:junior-3:oakdale-netball-club-sa:none
tango-netball-club-inc,amnd-winter-2004-junior-3,Tango,,archive:amnd-winter-2004:junior-3:tango-netball-club-inc:none
matrics,amnd-winter-2004-junior-3,Matrics,,archive:amnd-winter-2004:junior-3:matrics:none
matrics,amnd-winter-2004-junior-4,Matrics,2,archive:amnd-winter-2004:junior-4:matrics:2
garville,amnd-winter-2004-junior-4,Garville,,archive:amnd-winter-2004:junior-4:garville:none
norwood-netball-club,amnd-winter-2004-junior-4,Newton Jaguars,,archive:amnd-winter-2004:junior-4:norwood-netball-club:none
cheerio-netball-club,amnd-winter-2004-junior-4,Cheerio,,archive:amnd-winter-2004:junior-4:cheerio-netball-club:none
woods-panthers,amnd-winter-2004-junior-4,Woods Panthers,,archive:amnd-winter-2004:junior-4:woods-panthers:none
adelaide-cougars,amnd-winter-2004-junior-4,Adelaide Cougars,1,archive:amnd-winter-2004:junior-4:adelaide-cougars:1
michelangelo,amnd-winter-2004-junior-4,Michelangelo,,archive:amnd-winter-2004:junior-4:michelangelo:none
matrics,amnd-winter-2004-junior-4,Matrics,1,archive:amnd-winter-2004:junior-4:matrics:1
tango-netball-club-inc,amnd-winter-2004-junior-4,Tango,,archive:amnd-winter-2004:junior-4:tango-netball-club-inc:none
adelaide-cougars,amnd-winter-2004-junior-4,Adelaide Cougars,2,archive:amnd-winter-2004:junior-4:adelaide-cougars:2
contax,amnd-winter-2004-junior-5,Contax,,archive:amnd-winter-2004:junior-5:contax:none
northeast-zodiac,amnd-winter-2004-junior-5,Northeast Zodiacs,,archive:amnd-winter-2004:junior-5:northeast-zodiac:none
garville,amnd-winter-2004-junior-5,Garville,,archive:amnd-winter-2004:junior-5:garville:none
norwood-netball-club,amnd-winter-2004-junior-5,Newton Jaguars,,archive:amnd-winter-2004:junior-5:norwood-netball-club:none
glandore,amnd-winter-2004-junior-5,Glandore,,archive:amnd-winter-2004:junior-5:glandore:none
woods-panthers,amnd-winter-2004-junior-5,Woods Panthers,,archive:amnd-winter-2004:junior-5:woods-panthers:none
tango-netball-club-inc,amnd-winter-2004-junior-5,Tango,,archive:amnd-winter-2004:junior-5:tango-netball-club-inc:none
adelaide-cougars,amnd-winter-2004-junior-5,Adelaide Cougars,,archive:amnd-winter-2004:junior-5:adelaide-cougars:none
oakdale-netball-club-sa,amnd-winter-2004-junior-5,Oakdale,,archive:amnd-winter-2004:junior-5:oakdale-netball-club-sa:none
matrics,amnd-winter-2004-junior-5,Matrics,,archive:amnd-winter-2004:junior-5:matrics:none
woods-panthers,amnd-winter-2004-junior-6,Woods Panthers,,archive:amnd-winter-2004:junior-6:woods-panthers:none
metro-magic,amnd-winter-2004-junior-6,Metro Magic,,archive:amnd-winter-2004:junior-6:metro-magic:none
garville,amnd-winter-2004-junior-6,Garville,,archive:amnd-winter-2004:junior-6:garville:none
cheerio-netball-club,amnd-winter-2004-junior-6,Cheerio,,archive:amnd-winter-2004:junior-6:cheerio-netball-club:none
glandore,amnd-winter-2004-junior-6,Glandore,,archive:amnd-winter-2004:junior-6:glandore:none
contax,amnd-winter-2004-junior-6,Contax,,archive:amnd-winter-2004:junior-6:contax:none
norwood-netball-club,amnd-winter-2004-junior-6,Newton Jaguars,,archive:amnd-winter-2004:junior-6:norwood-netball-club:none
harlequin,amnd-winter-2004-primary-1,Harlequin,1,archive:amnd-winter-2004:primary-1:harlequin:1
michelangelo,amnd-winter-2004-primary-1,Michelangelo,,archive:amnd-winter-2004:primary-1:michelangelo:none
tango-netball-club-inc,amnd-winter-2004-primary-1,Tango,,archive:amnd-winter-2004:primary-1:tango-netball-club-inc:none
contax,amnd-winter-2004-primary-1,Contax,,archive:amnd-winter-2004:primary-1:contax:none
harlequin,amnd-winter-2004-primary-1,Harlequin,2,archive:amnd-winter-2004:primary-1:harlequin:2
woods-panthers,amnd-winter-2004-primary-1,Woods Panthers,,archive:amnd-winter-2004:primary-1:woods-panthers:none
garville,amnd-winter-2004-primary-2,Garville,,archive:amnd-winter-2004:primary-2:garville:none
tango-netball-club-inc,amnd-winter-2004-primary-2,Tango,,archive:amnd-winter-2004:primary-2:tango-netball-club-inc:none
matrics,amnd-winter-2004-primary-2,Matrics,,archive:amnd-winter-2004:primary-2:matrics:none
adelaide-cougars,amnd-winter-2004-primary-2,Adelaide Cougars,,archive:amnd-winter-2004:primary-2:adelaide-cougars:none
oakdale-netball-club-sa,amnd-winter-2004-primary-2,Oakdale,,archive:amnd-winter-2004:primary-2:oakdale-netball-club-sa:none
contax,amnd-winter-2004-primary-2,Contax,,archive:amnd-winter-2004:primary-2:contax:none
woods-panthers,amnd-winter-2004-primary-3,Woods Panthers,,archive:amnd-winter-2004:primary-3:woods-panthers:none
harlequin,amnd-winter-2004-primary-3,Harlequin,,archive:amnd-winter-2004:primary-3:harlequin:none
norwood-netball-club,amnd-winter-2004-primary-3,Newton Jaguars,,archive:amnd-winter-2004:primary-3:norwood-netball-club:none
cheerio-netball-club,amnd-winter-2004-primary-3,Cheerio,,archive:amnd-winter-2004:primary-3:cheerio-netball-club:none
garville,amnd-winter-2004-primary-3,Garville,,archive:amnd-winter-2004:primary-3:garville:none
metro-magic,amnd-winter-2004-primary-3,Metro Magic,,archive:amnd-winter-2004:primary-3:metro-magic:none
adelaide-cougars,amnd-winter-2004-primary-4,Adelaide Cougars,,archive:amnd-winter-2004:primary-4:adelaide-cougars:none
garville,amnd-winter-2004-primary-4,Garville,2,archive:amnd-winter-2004:primary-4:garville:2
matrics,amnd-winter-2004-primary-4,Matrics,,archive:amnd-winter-2004:primary-4:matrics:none
woods-panthers,amnd-winter-2004-primary-4,Woods Panthers,,archive:amnd-winter-2004:primary-4:woods-panthers:none
garville,amnd-winter-2004-primary-4,Garville,1,archive:amnd-winter-2004:primary-4:garville:1
michelangelo,amnd-winter-2004-primary-4,Michelangelo,,archive:amnd-winter-2004:primary-4:michelangelo:none
tango-netball-club-inc,amnd-winter-2004-primary-5,Tango,,archive:amnd-winter-2004:primary-5:tango-netball-club-inc:none
oakdale-netball-club-sa,amnd-winter-2004-primary-5,Oakdale,,archive:amnd-winter-2004:primary-5:oakdale-netball-club-sa:none
garville,amnd-winter-2004-primary-5,Garville,,archive:amnd-winter-2004:primary-5:garville:none
adelaide-cougars,amnd-winter-2004-primary-5,Adelaide Cougars,,archive:amnd-winter-2004:primary-5:adelaide-cougars:none
michelangelo,amnd-winter-2004-primary-5,Michelangelo,,archive:amnd-winter-2004:primary-5:michelangelo:none
contax,amnd-winter-2004-primary-5,Contax,,archive:amnd-winter-2004:primary-5:contax:none
garville,amnd-winter-2004-primary-6,Garville,,archive:amnd-winter-2004:primary-6:garville:none
semaphore,amnd-winter-2004-primary-6,Semaphore,,archive:amnd-winter-2004:primary-6:semaphore:none
woods-panthers,amnd-winter-2004-primary-6,Woods Panthers,1,archive:amnd-winter-2004:primary-6:woods-panthers:1
tango-netball-club-inc,amnd-winter-2004-primary-6,Tango,,archive:amnd-winter-2004:primary-6:tango-netball-club-inc:none
woods-panthers,amnd-winter-2004-primary-6,Woods Panthers,2,archive:amnd-winter-2004:primary-6:woods-panthers:2
norwood-netball-club,amnd-winter-2004-primary-6,Newton Jaguars,,archive:amnd-winter-2004:primary-6:norwood-netball-club:none
contax,amnd-winter-2004-primary-7,Contax,,archive:amnd-winter-2004:primary-7:contax:none
michelangelo,amnd-winter-2004-primary-7,Michelangelo,,archive:amnd-winter-2004:primary-7:michelangelo:none
oakdale-netball-club-sa,amnd-winter-2004-primary-7,Oakdale,,archive:amnd-winter-2004:primary-7:oakdale-netball-club-sa:none
matrics,amnd-winter-2004-primary-7,Matrics,,archive:amnd-winter-2004:primary-7:matrics:none
cheerio-netball-club,amnd-winter-2004-primary-7,Cheerio,,archive:amnd-winter-2004:primary-7:cheerio-netball-club:none
garville,amnd-winter-2004-primary-7,Garville,,archive:amnd-winter-2004:primary-7:garville:none
harlequin,amnd-winter-2004-sub-junior-1,Harlequin,,archive:amnd-winter-2004:sub-junior-1:harlequin:none
contax,amnd-winter-2004-sub-junior-1,Contax,,archive:amnd-winter-2004:sub-junior-1:contax:none
woods-panthers,amnd-winter-2004-sub-junior-1,Woods Panthers,,archive:amnd-winter-2004:sub-junior-1:woods-panthers:none
norwood-netball-club,amnd-winter-2004-sub-junior-1,Newton Jaguars,,archive:amnd-winter-2004:sub-junior-1:norwood-netball-club:none
matrics,amnd-winter-2004-sub-junior-1,Matrics,,archive:amnd-winter-2004:sub-junior-1:matrics:none
tango-netball-club-inc,amnd-winter-2004-sub-junior-1,Tango,,archive:amnd-winter-2004:sub-junior-1:tango-netball-club-inc:none
garville,amnd-winter-2004-sub-junior-1,Garville,,archive:amnd-winter-2004:sub-junior-1:garville:none
oakdale-netball-club-sa,amnd-winter-2004-sub-junior-1,Oakdale,,archive:amnd-winter-2004:sub-junior-1:oakdale-netball-club-sa:none
adelaide-cougars,amnd-winter-2004-sub-junior-2,Adelaide Cougars,,archive:amnd-winter-2004:sub-junior-2:adelaide-cougars:none
contax,amnd-winter-2004-sub-junior-2,Contax,,archive:amnd-winter-2004:sub-junior-2:contax:none
woods-panthers,amnd-winter-2004-sub-junior-2,Woods Panthers,,archive:amnd-winter-2004:sub-junior-2:woods-panthers:none
harlequin,amnd-winter-2004-sub-junior-2,Harlequin,1,archive:amnd-winter-2004:sub-junior-2:harlequin:1
harlequin,amnd-winter-2004-sub-junior-2,Harlequin,2,archive:amnd-winter-2004:sub-junior-2:harlequin:2
garville,amnd-winter-2004-sub-junior-2,Garville,,archive:amnd-winter-2004:sub-junior-2:garville:none
norwood-netball-club,amnd-winter-2004-sub-junior-2,Newton Jaguars,,archive:amnd-winter-2004:sub-junior-2:norwood-netball-club:none
contax,amnd-winter-2004-sub-junior-3,Contax,,archive:amnd-winter-2004:sub-junior-3:contax:none
northeast-zodiac,amnd-winter-2004-sub-junior-3,Northeast Zodiacs,,archive:amnd-winter-2004:sub-junior-3:northeast-zodiac:none
tango-netball-club-inc,amnd-winter-2004-sub-junior-3,Tango,,archive:amnd-winter-2004:sub-junior-3:tango-netball-club-inc:none
adelaide-cougars,amnd-winter-2004-sub-junior-3,Adelaide Cougars,,archive:amnd-winter-2004:sub-junior-3:adelaide-cougars:none
woods-panthers,amnd-winter-2004-sub-junior-3,Woods Panthers,,archive:amnd-winter-2004:sub-junior-3:woods-panthers:none
harlequin,amnd-winter-2004-sub-junior-3,Harlequin,,archive:amnd-winter-2004:sub-junior-3:harlequin:none
