grade_key,club_key,squad_number,playhq_id,display_name,ladder_position,position_uncertain,played,won,drawn,lost,byes,goals_for,goals_against,goal_difference,points,percentage,shots_attempted,shots_scored,source,placement_basis,notes,scraped_at
amnd-winter-2002-sub-junior-3,garville,,archive:amnd-winter-2002:sub-junior-3:garville:none,Garville,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-3,matrics,,archive:amnd-winter-2002:sub-junior-3:matrics:none,Matrics,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-3,norwood-netball-club,,archive:amnd-winter-2002:sub-junior-3:norwood-netball-club:none,Newton Jaguars,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-3,tango-netball-club-inc,2,archive:amnd-winter-2002:sub-junior-3:tango-netball-club-inc:2,Tango,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-4,contax,1,archive:amnd-winter-2002:sub-junior-4:contax:1,Contax,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-4,adelaide-cougars,,archive:amnd-winter-2002:sub-junior-4:adelaide-cougars:none,Cougars,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-4,contax,2,archive:amnd-winter-2002:sub-junior-4:contax:2,Contax,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-4,harlequin,,archive:amnd-winter-2002:sub-junior-4:harlequin:none,Harlequin,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-4,woods-panthers,,archive:amnd-winter-2002:sub-junior-4:woods-panthers:none,Woods Panthers,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-4,norwood-netball-club,,archive:amnd-winter-2002:sub-junior-4:norwood-netball-club:none,Newton Jaguars,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-4,oakdale-netball-club-sa,,archive:amnd-winter-2002:sub-junior-4:oakdale-netball-club-sa:none,Oakdale,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-4,garville,,archive:amnd-winter-2002:sub-junior-4:garville:none,Garville,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-5,woods-panthers,,archive:amnd-winter-2002:sub-junior-5:woods-panthers:none,Woods Panthers,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-5,norwood-netball-club,,archive:amnd-winter-2002:sub-junior-5:norwood-netball-club:none,Newton Jaguars,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-5,oakdale-netball-club-sa,,archive:amnd-winter-2002:sub-junior-5:oakdale-netball-club-sa:none,Oakdale,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-5,michelangelo,,archive:amnd-winter-2002:sub-junior-5:michelangelo:none,Michelangelo,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-5,cheerio-netball-club,,archive:amnd-winter-2002:sub-junior-5:cheerio-netball-club:none,Cheerio,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-5,garville,,archive:amnd-winter-2002:sub-junior-5:garville:none,Garville,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-5,metro-magic,,archive:amnd-winter-2002:sub-junior-5:metro-magic:none,M/Magic,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-5,matrics,,archive:amnd-winter-2002:sub-junior-5:matrics:none,Matrics,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-6,glandore,,archive:amnd-winter-2002:sub-junior-6:glandore:none,Glandore,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-6,contax,,archive:amnd-winter-2002:sub-junior-6:contax:none,Contax,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-6,adelaide-cougars,,archive:amnd-winter-2002:sub-junior-6:adelaide-cougars:none,Cougars,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-6,woods-panthers,2,archive:amnd-winter-2002:sub-junior-6:woods-panthers:2,Woods Panthers,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-6,oakdale-netball-club-sa,,archive:amnd-winter-2002:sub-junior-6:oakdale-netball-club-sa:none,Oakdale,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-6,panthers,1,archive:amnd-winter-2002:sub-junior-6:panthers:1,Panthers,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-6,garville,,archive:amnd-winter-2002:sub-junior-6:garville:none,Garville,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-6,metro-magic,,archive:amnd-winter-2002:sub-junior-6:metro-magic:none,Metro Magic,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-7,norwood-netball-club,1,archive:amnd-winter-2002:sub-junior-7:norwood-netball-club:1,Newton Jaguars,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-7,michelangelo,,archive:amnd-winter-2002:sub-junior-7:michelangelo:none,Michelangelo,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-7,woods-panthers,,archive:amnd-winter-2002:sub-junior-7:woods-panthers:none,Woods Panthers,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-7,adelaide-cougars,,archive:amnd-winter-2002:sub-junior-7:adelaide-cougars:none,Cougars,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-7,norwood-netball-club,2,archive:amnd-winter-2002:sub-junior-7:norwood-netball-club:2,Newton Jaguars,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-7,clovelly-park,,archive:amnd-winter-2002:sub-junior-7:clovelly-park:none,Clovelly Park,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-7,garville,,archive:amnd-winter-2002:sub-junior-7:garville:none,Garville,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2002-sub-junior-7,glandore,,archive:amnd-winter-2002:sub-junior-7:glandore:none,Glandore,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-amnd-league,matrics,,archive:amnd-winter-2003:amnd-league:matrics:none,Matrics,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-amnd-league,glandore,,archive:amnd-winter-2003:amnd-league:glandore:none,Glandore,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-amnd-league,contax,,archive:amnd-winter-2003:amnd-league:contax:none,Contax,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-amnd-league,garville,,archive:amnd-winter-2003:amnd-league:garville:none,Garville,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-amnd-league,woods-panthers,,archive:amnd-winter-2003:amnd-league:woods-panthers:none,Woods Panthers,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-amnd-league,oakdale-netball-club-sa,,archive:amnd-winter-2003:amnd-league:oakdale-netball-club-sa:none,Oakdale,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-amnd-league,adelaide-cougars,,archive:amnd-winter-2003:amnd-league:adelaide-cougars:none,Adelaide Cougars,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-amnd-league,cheerio-netball-club,,archive:amnd-winter-2003:amnd-league:cheerio-netball-club:none,Cheerio,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-amnd-league,norwood-netball-club,,archive:amnd-winter-2003:amnd-league:norwood-netball-club:none,Newton Jaguars,9,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-amnd-league,tango-netball-club-inc,,archive:amnd-winter-2003:amnd-league:tango-netball-club-inc:none,Tango,10,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-a-grade,harlequin,,archive:amnd-winter-2003:a-grade:harlequin:none,Harlequin,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-a-grade,adelaide-cougars,,archive:amnd-winter-2003:a-grade:adelaide-cougars:none,Adelaide Cougars,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-a-grade,garville,,archive:amnd-winter-2003:a-grade:garville:none,Garville,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-a-grade,norwood-netball-club,,archive:amnd-winter-2003:a-grade:norwood-netball-club:none,Newton Jaguars,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-a-grade,matrics,,archive:amnd-winter-2003:a-grade:matrics:none,Matrics,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-a-grade,contax,,archive:amnd-winter-2003:a-grade:contax:none,Contax,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-a-grade,cheerio-netball-club,,archive:amnd-winter-2003:a-grade:cheerio-netball-club:none,Cheerio,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-a-grade,woods-panthers,,archive:amnd-winter-2003:a-grade:woods-panthers:none,Woods Panthers,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-a-grade,tango-netball-club-inc,,archive:amnd-winter-2003:a-grade:tango-netball-club-inc:none,Tango,9,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-a-grade,oakdale-netball-club-sa,,archive:amnd-winter-2003:a-grade:oakdale-netball-club-sa:none,Oakdale,10,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-1,contax,,archive:amnd-winter-2003:b-1:contax:none,Contax,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-1,metro-magic,,archive:amnd-winter-2003:b-1:metro-magic:none,Metro Magic,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-1,harlequin,,archive:amnd-winter-2003:b-1:harlequin:none,Harlequin,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-1,pembroke-o-s,,archive:amnd-winter-2003:b-1:pembroke-o-s:none,Pembroke,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-1,sacred-heart-o-c,,archive:amnd-winter-2003:b-1:sacred-heart-o-c:none,Sacred Heart O.C.,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-1,adelaide-university,,archive:amnd-winter-2003:b-1:adelaide-university:none,Adelaide University,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-1,garville,,archive:amnd-winter-2003:b-1:garville:none,Garville,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-1,oakdale-netball-club-sa,,archive:amnd-winter-2003:b-1:oakdale-netball-club-sa:none,Oakdale,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-1,woods-panthers,,archive:amnd-winter-2003:b-1:woods-panthers:none,Woods Panthers,9,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-1,cheerio-netball-club,,archive:amnd-winter-2003:b-1:cheerio-netball-club:none,Cheerio,10,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-2,fielders-flames,,archive:amnd-winter-2003:b-2:fielders-flames:none,Fielders,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-2,city-coasters,,archive:amnd-winter-2003:b-2:city-coasters:none,City Coasters,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-2,contax,,archive:amnd-winter-2003:b-2:contax:none,Contax,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-2,metro-magic,,archive:amnd-winter-2003:b-2:metro-magic:none,Metro Magic,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-2,clovelly-park,,archive:amnd-winter-2003:b-2:clovelly-park:none,Clovelly Park,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-2,glandore,,archive:amnd-winter-2003:b-2:glandore:none,Glandore,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-2,adelaide-cougars,,archive:amnd-winter-2003:b-2:adelaide-cougars:none,Adelaide Cougars,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-2,matrics,,archive:amnd-winter-2003:b-2:matrics:none,Matrics,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-2,cheerio-netball-club,,archive:amnd-winter-2003:b-2:cheerio-netball-club:none,Cheerio,9,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-2,harlequin,,archive:amnd-winter-2003:b-2:harlequin:none,Harlequin,10,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-3,michelangelo,,archive:amnd-winter-2003:b-3:michelangelo:none,Michelangelo,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-3,adelaide-university,,archive:amnd-winter-2003:b-3:adelaide-university:none,Adelaide University,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-3,contax,,archive:amnd-winter-2003:b-3:contax:none,Contax,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-3,city-coasters,,archive:amnd-winter-2003:b-3:city-coasters:none,City Coasters,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-3,cheerio-netball-club,,archive:amnd-winter-2003:b-3:cheerio-netball-club:none,Cheerio,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-3,pembroke-o-s,,archive:amnd-winter-2003:b-3:pembroke-o-s:none,Pembroke,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-3,adelaide-cougars,,archive:amnd-winter-2003:b-3:adelaide-cougars:none,Adelaide Cougars,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-3,sacred-heart-o-c,,archive:amnd-winter-2003:b-3:sacred-heart-o-c:none,Sacred Heart O.C.,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-3,norwood-netball-club,,archive:amnd-winter-2003:b-3:norwood-netball-club:none,Newton Jaguars,9,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-3,garville,,archive:amnd-winter-2003:b-3:garville:none,Garville,10,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-4,flinders-university,,archive:amnd-winter-2003:b-4:flinders-university:none,Flinders University,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-4,cove-lightning,,archive:amnd-winter-2003:b-4:cove-lightning:none,Cove Lightning,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-4,contax,,archive:amnd-winter-2003:b-4:contax:none,Contax,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-4,adelaide-university,,archive:amnd-winter-2003:b-4:adelaide-university:none,Adelaide University,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-4,harlequin,,archive:amnd-winter-2003:b-4:harlequin:none,Harlequin,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-4,matrics,,archive:amnd-winter-2003:b-4:matrics:none,Matrics,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-4,woods-panthers,,archive:amnd-winter-2003:b-4:woods-panthers:none,Woods Panthers,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-4,tango-netball-club-inc,,archive:amnd-winter-2003:b-4:tango-netball-club-inc:none,Tango,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-4,oakdale-netball-club-sa,,archive:amnd-winter-2003:b-4:oakdale-netball-club-sa:none,Oakdale,9,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-b-4,cheerio-netball-club,,archive:amnd-winter-2003:b-4:cheerio-netball-club:none,Cheerio,10,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-1,westminster-o-s,,archive:amnd-winter-2003:c-1:westminster-o-s:none,Westminster O.S.,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-1,glandore,,archive:amnd-winter-2003:c-1:glandore:none,Glandore,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-1,adelaide-university,,archive:amnd-winter-2003:c-1:adelaide-university:none,Adelaide University,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-1,clovelly-park,,archive:amnd-winter-2003:c-1:clovelly-park:none,Clovelly Park,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-1,michelangelo,,archive:amnd-winter-2003:c-1:michelangelo:none,Michelangelo,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-1,contax,,archive:amnd-winter-2003:c-1:contax:none,Contax,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-1,pembroke-o-s,,archive:amnd-winter-2003:c-1:pembroke-o-s:none,Pembroke,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-1,garville,,archive:amnd-winter-2003:c-1:garville:none,Garville,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-1,city-coasters,,archive:amnd-winter-2003:c-1:city-coasters:none,City Coasters,9,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-1,metro-magic,,archive:amnd-winter-2003:c-1:metro-magic:none,Metro Magic,10,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-2,matrics,,archive:amnd-winter-2003:c-2:matrics:none,Matrics,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-2,contax,,archive:amnd-winter-2003:c-2:contax:none,Contax,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-2,adelaide-cougars,,archive:amnd-winter-2003:c-2:adelaide-cougars:none,Adelaide Cougars,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-2,michelangelo,,archive:amnd-winter-2003:c-2:michelangelo:none,Michelangelo,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-2,flinders-university,,archive:amnd-winter-2003:c-2:flinders-university:none,Flinders University,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-2,adelaide-university,,archive:amnd-winter-2003:c-2:adelaide-university:none,Adelaide University,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-2,city-coasters,,archive:amnd-winter-2003:c-2:city-coasters:none,City Coasters,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-2,clovelly-park,,archive:amnd-winter-2003:c-2:clovelly-park:none,Clovelly Park,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-3,semaphore,,archive:amnd-winter-2003:c-3:semaphore:none,Semaphore,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-3,woods-panthers,,archive:amnd-winter-2003:c-3:woods-panthers:none,Woods Panthers,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-3,adelaide-university,,archive:amnd-winter-2003:c-3:adelaide-university:none,Adelaide University,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-3,glandore,,archive:amnd-winter-2003:c-3:glandore:none,Glandore,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-3,matrics,,archive:amnd-winter-2003:c-3:matrics:none,Matrics,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-3,sacred-heart-o-c,,archive:amnd-winter-2003:c-3:sacred-heart-o-c:none,Sacred Heart O.C.,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-3,clovelly-park,,archive:amnd-winter-2003:c-3:clovelly-park:none,Clovelly Park,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-3,pembroke-o-s,,archive:amnd-winter-2003:c-3:pembroke-o-s:none,Pembroke,8,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-4,westminster-o-s,,archive:amnd-winter-2003:c-4:westminster-o-s:none,Westminster O.S.,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-4,sacred-heart-o-c,,archive:amnd-winter-2003:c-4:sacred-heart-o-c:none,Sacred Heart O.C.,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-4,michelangelo,,archive:amnd-winter-2003:c-4:michelangelo:none,Michelangelo,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-4,flinders-university,,archive:amnd-winter-2003:c-4:flinders-university:none,Flinders University,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-4,city-coasters,,archive:amnd-winter-2003:c-4:city-coasters:none,City Coasters,5,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-4,pembroke-o-s,,archive:amnd-winter-2003:c-4:pembroke-o-s:none,Pembroke,6,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-c-4,adelaide-university,,archive:amnd-winter-2003:c-4:adelaide-university:none,Adelaide University,7,0,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-h-grade,matrics,,archive:amnd-winter-2003:h-grade:matrics:none,Matrics,1,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-h-grade,norwood-netball-club,,archive:amnd-winter-2003:h-grade:norwood-netball-club:none,Jaguars,2,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-h-grade,oakdale-netball-club-sa,,archive:amnd-winter-2003:h-grade:oakdale-netball-club-sa:none,Phoenix,3,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
amnd-winter-2003-h-grade,cardijn-cats,,archive:amnd-winter-2003:h-grade:cardijn-cats:none,Cardijn Cats,4,1,,,,,,,,,,,,,archive_pdf,final_premiership_placings,Archive PDF title: Final Placings,
